Timestamp,Disease_Incidence,Disease_Prevalence,Vaccination_Rates,Health_Disparities_Region,Health_Disparities_Demographics,Environmental_Air_Quality,Environmental_Pollution,Location_Latitude,Location_Longitude
2001-09-13 00:16:23.523103,50,807,13.04,North,Low Income,Moderate,High,33.688826,-84.474438
2001-09-14 00:16:23.523103,69,827,76.68,North,High Income,Good,High,33.652398,-84.417852
,N/A,716,,South,,Moderate,Medium,33.743362,-84.370937
2001-09-16 00:16:23.523103,35,781,,North,Middle Income,Good,Medium,33.781566,-84.312576
,82,816,6.49,West,Middle Income,Good,Not Available,33.752264,-84.465885
2001-09-18 00:16:23.523103,78,595,63.55,East,Low Income,Unhealthy,Low,33.689524,-84.321067
2001-09-19 00:16:23.523103,72,197,31.62,South,Not Available,Not Available,High,33.793902,-84.457366
2001-09-20 00:16:23.523103,93,,76.42,North,Low Income,Good,Medium,33.707463,-84.427083
2001-09-21 00:16:23.523103,91,960,57.21,North,Middle Income,,Low,33.812444,-84.362179
2001-09-22 00:16:23.523103,55,789,,West,High Income,Unhealthy,Medium,33.790514,-84.384338
2001-09-23 00:16:23.523103,10,786,59.82,South,Low Income,Good,Medium,33.650859,-84.469474
2001-09-24 00:16:23.523103,61,751,90.72,East,Low Income,Moderate,High,33.649716,-84.336195
,11,663,,East,Low Income,Unhealthy,Medium,33.704344,
2001-09-26 00:16:23.523103,26,400,53.75,West,Middle Income,,Medium,33.759853,-84.440655
2001-09-27 00:16:23.523103,66,,96.9,West,,Unhealthy,,33.684616,-84.402546
2001-09-28 00:16:23.523103,54,536,10.11,East,Not Available,Unhealthy,Medium,33.794879,-84.390112
2001-09-29 00:16:23.523103,91,728,59.71,East,Low Income,Unhealthy,Low,33.78363,
2001-09-30 00:16:23.523103,36,759,25.27,East,Low Income,Good,Medium,33.802014,-84.457454
2001-10-01 00:16:23.523103,4,N/A,21.11,North,High Income,Moderate,Low,33.7497,-84.350361
2001-10-02 00:16:23.523103,46,246,4.11,South,Middle Income,Moderate,Low,33.805477,-84.421637
,47,194,,West,,Moderate,,33.681823,-84.293444
2001-10-04 00:16:23.523103,64,826,18.03,East,High Income,Good,Low,33.654673,-84.449201
2001-10-05 00:16:23.523103,37,N/A,33.24,North,High Income,Good,High,33.821781,
2001-10-06 00:16:23.523103,95,925,84.64,South,Middle Income,Unhealthy,High,,-84.409821
2001-10-07 00:16:23.523103,34,873,60.26,North,Not Available,Unhealthy,Medium,33.804781,-84.387185
2001-10-08 00:16:23.523103,94,900,5.86,West,Low Income,Good,High,33.786094,-84.386659
2001-10-09 00:16:23.523103,38,527,64.87,South,Low Income,Unhealthy,High,,-84.436828
2001-10-10 00:16:23.523103,29,248,87.76,Not Available,High Income,Good,High,33.721808,-84.358127
2001-10-11 00:16:23.523103,1,88,53.15,North,Middle Income,Good,Low,33.813169,-84.413447
,53,820,83.99,West,Low Income,Good,Medium,33.675545,
,48,544,,West,Middle Income,Unhealthy,High,33.711194,-84.306244
2001-10-14 00:16:23.523103,42,147,18.41,,Middle Income,Not Available,Low,33.841958,-84.412282
,,890,35.61,West,Middle Income,Moderate,,33.784979,-84.473846
2001-10-16 00:16:23.523103,,179,44.94,South,Low Income,Good,Medium,,-84.479596
2001-10-17 00:16:23.523103,39,131,86.09,,High Income,Unhealthy,Medium,33.697143,-84.481843
2001-10-18 00:16:23.523103,42,525,32.48,South,High Income,Moderate,Low,33.683496,-84.354498
2001-10-19 00:16:23.523103,97,,,North,High Income,Moderate,Low,33.724102,-84.429123
2001-10-20 00:16:23.523103,72,390,29.49,West,High Income,Unhealthy,Medium,33.705874,-84.405595
2001-10-21 00:16:23.523103,98,242,42.39,South,High Income,Not Available,High,33.776812,-84.445463
2001-10-22 00:16:23.523103,8,185,,West,Middle Income,Good,Medium,33.716526,-84.353635
2001-10-23 00:16:23.523103,,874,14.6,South,High Income,Moderate,High,,-84.303147
2001-10-24 00:16:23.523103,66,881,30.84,North,Not Available,Unhealthy,High,33.84483,-84.431547
2001-10-25 00:16:23.523103,66,N/A,98.86,East,Low Income,,Medium,33.710934,-84.474894
2001-10-26 00:16:23.523103,47,342,79.95,,Low Income,Unhealthy,Medium,,-84.436223
2001-10-27 00:16:23.523103,10,478,31.12,North,High Income,Unhealthy,High,33.766021,-84.35932
,69,254,37.98,South,Low Income,Moderate,Low,33.78136,-84.459591
,64,,32.33,East,Not Available,Unhealthy,High,33.687287,-84.353413
2001-10-30 00:16:23.523103,34,423,67.32,South,Low Income,,High,33.711951,-84.328413
2001-10-31 00:16:23.523103,75,,70.7,South,Middle Income,,Medium,33.82774,-84.350939
2001-11-01 00:16:23.523103,,74,30.62,South,Middle Income,Unhealthy,,33.833247,-84.382972
2001-11-02 00:16:23.523103,,982,92.65,Not Available,Low Income,Good,Low,,-84.466315
,83,760,70.2,,High Income,Not Available,Medium,33.706338,-84.473224
2001-11-04 00:16:23.523103,20,559,73.54,South,Low Income,Moderate,Low,33.77534,-84.432805
2001-11-05 00:16:23.523103,29,N/A,N/A,West,Low Income,Moderate,Medium,33.722039,-84.405616
2001-11-06 00:16:23.523103,31,,11.81,West,Middle Income,Unhealthy,Low,33.750013,-84.315921
2001-11-07 00:16:23.523103,91,982,39.79,West,Middle Income,Good,Low,33.831889,-84.369752
2001-11-08 00:16:23.523103,55,,26.02,North,High Income,Unhealthy,Medium,33.670353,-84.452353
2001-11-09 00:16:23.523103,62,610,12.56,South,,Good,Medium,33.662121,-84.356869
2001-11-10 00:16:23.523103,97,,,South,Middle Income,Good,Low,33.727335,-84.323626
2001-11-11 00:16:23.523103,41,224,63.43,North,Low Income,Unhealthy,High,33.676728,-84.289507
2001-11-12 00:16:23.523103,,567,45.42,East,Low Income,Moderate,Medium,33.684569,-84.422048
2001-11-13 00:16:23.523103,,843,,,Low Income,Good,,33.674345,-84.454823
2001-11-14 00:16:23.523103,65,108,51.76,,Low Income,Not Available,Low,33.845263,
2001-11-15 00:16:23.523103,49,911,58.13,South,Middle Income,Good,Medium,,-84.380656
2001-11-16 00:16:23.523103,61,580,N/A,West,Middle Income,Unhealthy,Medium,33.765606,-84.369269
,91,,32.91,West,Middle Income,,High,33.725146,-84.387989
2001-11-18 00:16:23.523103,,758,79.95,East,High Income,Moderate,Not Available,33.68941,-84.356345
2001-11-19 00:16:23.523103,15,160,7.61,West,Middle Income,,High,,
2001-11-20 00:16:23.523103,0,694,,,Low Income,Unhealthy,Low,33.825807,-84.408619
2001-11-21 00:16:23.523103,80,898,87.5,North,Middle Income,Moderate,High,,-84.465377
2001-11-22 00:16:23.523103,24,467,63.32,South,High Income,Moderate,Medium,33.817133,-84.320304
,85,935,60.6,North,Low Income,Moderate,Medium,33.699385,-84.413535
2001-11-24 00:16:23.523103,69,381,93.57,West,Middle Income,Moderate,High,33.651741,-84.347612
2001-11-25 00:16:23.523103,2,39,94.28,North,High Income,Unhealthy,Not Available,33.753915,-84.359145
2001-11-26 00:16:23.523103,45,936,N/A,East,,Unhealthy,Medium,,-84.472576
2001-11-27 00:16:23.523103,72,415,70.83,,Low Income,Good,Medium,33.751089,-84.385001
2001-11-28 00:16:23.523103,64,122,41.42,South,Not Available,Not Available,Medium,33.740955,-84.476119
2001-11-29 00:16:23.523103,41,17,0.85,South,Low Income,Good,Medium,33.752134,-84.346064
2001-11-30 00:16:23.523103,97,733,27.35,South,High Income,Good,Medium,33.82627,-84.289442
2001-12-01 00:16:23.523103,98,55,13.07,North,Low Income,Good,Low,33.805398,-84.477735
2001-12-02 00:16:23.523103,24,799,43.84,North,Middle Income,Moderate,Low,33.821129,-84.45797
2001-12-03 00:16:23.523103,3,594,54.22,East,Middle Income,Unhealthy,Low,33.663207,
2001-12-04 00:16:23.523103,54,,N/A,South,High Income,Good,Low,33.784872,-84.294226
2001-12-05 00:16:23.523103,63,185,9.35,East,,Moderate,Low,33.727118,-84.317924
2001-12-06 00:16:23.523103,90,N/A,77.96,North,Low Income,Unhealthy,Not Available,33.678556,-84.339178
2001-12-07 00:16:23.523103,72,1000,53.26,West,Middle Income,Good,,33.724504,-84.38171
2001-12-08 00:16:23.523103,10,,84.1,West,High Income,Unhealthy,Medium,33.654597,-84.484045
2001-12-09 00:16:23.523103,83,837,98.48,East,Middle Income,Good,,,-84.325293
2001-12-10 00:16:23.523103,58,639,92.97,West,High Income,Good,High,33.843625,-84.40923
2001-12-11 00:16:23.523103,23,882,47.24,,High Income,Moderate,Medium,33.753205,
2001-12-12 00:16:23.523103,93,821,,North,High Income,Good,Low,33.811703,-84.464376
2001-12-13 00:16:23.523103,78,316,95.2,East,Low Income,Unhealthy,Low,33.6648,-84.458362
2001-12-14 00:16:23.523103,24,,N/A,North,Low Income,Good,,33.818319,-84.329211
2001-12-15 00:16:23.523103,38,675,18.05,East,Low Income,Good,Medium,33.783749,-84.3121
2001-12-16 00:16:23.523103,96,58,37.68,East,Middle Income,Unhealthy,Medium,33.837238,-84.438611
2001-12-17 00:16:23.523103,64,159,,East,High Income,Good,Not Available,33.750604,-84.329515
2001-12-18 00:16:23.523103,,710,52.24,North,Middle Income,Unhealthy,Low,33.82895,-84.396029
2001-12-19 00:16:23.523103,59,452,76.31,North,High Income,Good,Low,33.653499,-84.374879
2001-12-20 00:16:23.523103,70,277,75.03,East,High Income,Good,Medium,33.725873,-84.482533
2001-12-21 00:16:23.523103,,487,,South,High Income,Moderate,High,33.826172,-84.456075
2001-12-22 00:16:23.523103,21,27,3.71,East,Low Income,Moderate,High,33.730617,-84.374694
2001-12-23 00:16:23.523103,0,700,76.59,East,,Moderate,,33.843874,-84.308308
2001-12-24 00:16:23.523103,3,,50.08,West,Low Income,Moderate,Low,33.837209,-84.370754
2001-12-25 00:16:23.523103,46,N/A,,,Low Income,Unhealthy,High,33.745206,-84.40911
2001-12-26 00:16:23.523103,59,122,66.54,West,Low Income,,Medium,33.691851,-84.417313
2001-12-27 00:16:23.523103,4,397,53.62,South,Middle Income,Good,Low,,-84.483343
,12,379,86.4,East,Middle Income,Good,High,,-84.381677
2001-12-29 00:16:23.523103,70,175,74.57,East,High Income,Good,Medium,33.676251,-84.300271
2001-12-30 00:16:23.523103,66,831,,Not Available,High Income,Moderate,,33.823403,-84.327729
2001-12-31 00:16:23.523103,94,873,27.92,South,,Good,Low,33.842315,-84.328207
2002-01-01 00:16:23.523103,53,446,3.78,South,Not Available,Not Available,Medium,33.694054,-84.371742
2002-01-02 00:16:23.523103,,N/A,,North,High Income,Moderate,,33.770631,-84.438915
2002-01-03 00:16:23.523103,100,915,63.4,West,Low Income,Moderate,High,33.832354,
,29,599,88.78,North,Middle Income,Moderate,Low,33.807537,-84.473691
2002-01-05 00:16:23.523103,71,,85.11,South,Low Income,Unhealthy,High,33.81309,-84.319701
2002-01-06 00:16:23.523103,48,922,0.07,West,Middle Income,Good,Low,33.752869,-84.444286
2002-01-07 00:16:23.523103,93,853,N/A,East,Low Income,Good,Medium,33.775675,-84.323198
2002-01-08 00:16:23.523103,52,454,94.4,North,,Unhealthy,,,
2002-01-09 00:16:23.523103,21,,49.21,East,Middle Income,,Low,33.696079,-84.351041
2002-01-10 00:16:23.523103,18,280,25.44,South,High Income,Unhealthy,Medium,,-84.415672
2002-01-11 00:16:23.523103,32,889,79.7,North,,Good,Low,33.688645,
2002-01-12 00:16:23.523103,33,880,68.87,West,,Good,High,33.73046,-84.413413
2002-01-13 00:16:23.523103,68,70,16.36,East,Low Income,Moderate,Low,33.744958,-84.348484
2002-01-14 00:16:23.523103,11,633,36.67,North,Not Available,Moderate,Medium,33.731234,-84.326475
2002-01-15 00:16:23.523103,,,11.23,West,Low Income,Good,Low,33.746374,-84.325776
2002-01-16 00:16:23.523103,1,N/A,26.18,East,Low Income,Moderate,Not Available,33.777635,-84.403268
2002-01-17 00:16:23.523103,79,331,69.09,North,,Unhealthy,Not Available,33.661971,-84.383425
2002-01-18 00:16:23.523103,49,448,,North,Middle Income,Moderate,Low,33.81069,-84.410696
2002-01-19 00:16:23.523103,88,512,N/A,Not Available,High Income,Unhealthy,High,33.766873,
,13,,24.28,North,Not Available,Unhealthy,High,33.697788,-84.481989
2002-01-21 00:16:23.523103,18,100,85.07,West,Low Income,Unhealthy,High,33.707216,-84.416775
2002-01-22 00:16:23.523103,94,,7.53,West,Not Available,Good,Low,33.72781,-84.332746
2002-01-23 00:16:23.523103,N/A,220,22.1,West,High Income,Good,High,33.781778,-84.350569
,96,393,25.79,,Middle Income,Moderate,Low,33.66917,-84.392135
,48,519,43.04,South,Middle Income,Unhealthy,High,33.65762,-84.462262
2002-01-26 00:16:23.523103,29,544,65.91,West,,Unhealthy,Low,33.791321,-84.373447
2002-01-27 00:16:23.523103,N/A,920,91.18,South,Low Income,Moderate,,,-84.448577
,,356,57.83,East,Low Income,,,33.697715,-84.4258
2002-01-29 00:16:23.523103,52,6,88.51,North,Low Income,,Low,33.784238,-84.371725
,51,889,25.08,East,Middle Income,Good,,33.822344,-84.379434
2002-01-31 00:16:23.523103,58,847,18.78,East,Middle Income,Moderate,,,-84.458263
2002-02-01 00:16:23.523103,20,795,53.45,West,High Income,Unhealthy,Low,33.806689,
2002-02-02 00:16:23.523103,76,175,N/A,East,Low Income,Good,High,33.748049,-84.470208
2002-02-03 00:16:23.523103,58,557,81.56,East,Low Income,Moderate,Medium,33.76998,-84.479016
2002-02-04 00:16:23.523103,57,,59.56,North,High Income,Good,,33.681217,-84.38749
2002-02-05 00:16:23.523103,56,715,79.83,North,Low Income,Unhealthy,Medium,33.832557,-84.415284
2002-02-06 00:16:23.523103,15,25,63.86,West,Low Income,,Low,33.70378,-84.344582
2002-02-07 00:16:23.523103,52,299,,North,Middle Income,Moderate,High,,-84.305668
,24,527,27.94,South,Middle Income,Good,Low,33.775691,
2002-02-09 00:16:23.523103,10,309,47.97,South,High Income,Good,Not Available,33.774909,-84.324585
2002-02-10 00:16:23.523103,69,418,74.37,South,Middle Income,Good,Medium,33.736493,-84.296926
2002-02-11 00:16:23.523103,85,125,16.67,West,High Income,Good,Low,33.668965,-84.353967
2002-02-12 00:16:23.523103,41,877,83.7,North,Low Income,,High,33.787598,-84.427061
2002-02-13 00:16:23.523103,43,732,,West,Middle Income,Unhealthy,High,33.751614,-84.33925
2002-02-14 00:16:23.523103,74,381,N/A,South,High Income,Moderate,High,33.746614,-84.37034
2002-02-15 00:16:23.523103,92,592,61.03,South,,Moderate,,33.814451,-84.396138
2002-02-16 00:16:23.523103,85,800,57.18,South,Middle Income,,Medium,33.730034,-84.470856
2002-02-17 00:16:23.523103,35,437,92.49,West,High Income,Good,Medium,33.769311,-84.340541
2002-02-18 00:16:23.523103,31,,48.56,North,Middle Income,Good,High,33.702806,
2002-02-19 00:16:23.523103,10,101,18.06,East,Low Income,Moderate,High,33.657401,
2002-02-20 00:16:23.523103,56,299,96.09,South,Middle Income,Unhealthy,Low,33.828401,-84.47797
2002-02-21 00:16:23.523103,72,818,75.85,North,Middle Income,,High,33.797162,-84.33804
2002-02-22 00:16:23.523103,92,84,90.7,East,Low Income,Good,High,33.755665,-84.464211
2002-02-23 00:16:23.523103,37,159,3.43,West,,Moderate,,33.84022,-84.353202
2002-02-24 00:16:23.523103,62,,89.6,,Low Income,Moderate,High,33.750649,-84.290501
2002-02-25 00:16:23.523103,20,349,41.86,West,Low Income,Moderate,High,,-84.437607
2002-02-26 00:16:23.523103,32,983,60.35,North,Low Income,Moderate,Medium,33.804968,-84.454647
2002-02-27 00:16:23.523103,93,361,,South,High Income,Good,High,33.78014,-84.356241
2002-02-28 00:16:23.523103,82,501,56.4,West,Low Income,Unhealthy,Low,33.742821,
2002-03-01 00:16:23.523103,85,,35.55,North,High Income,Good,,33.715079,-84.407874
2002-03-02 00:16:23.523103,62,N/A,20.11,,Middle Income,Moderate,Not Available,33.672896,-84.433679
2002-03-03 00:16:23.523103,100,410,,North,High Income,,Medium,,
,N/A,476,79.99,North,,Unhealthy,Not Available,33.711187,-84.42967
2002-03-05 00:16:23.523103,76,460,91.25,North,High Income,Moderate,,33.722362,-84.413926
2002-03-06 00:16:23.523103,N/A,544,82.8,South,,Good,High,33.831387,-84.344566
2002-03-07 00:16:23.523103,57,482,78.03,North,Low Income,Unhealthy,High,33.74162,-84.310533
2002-03-08 00:16:23.523103,59,909,68.52,West,High Income,Unhealthy,Not Available,33.659831,-84.399442
2002-03-09 00:16:23.523103,60,380,26.84,East,High Income,Not Available,,,
2002-03-10 00:16:23.523103,61,129,76.36,South,High Income,Not Available,Medium,33.725283,-84.295266
2002-03-11 00:16:23.523103,59,501,,West,High Income,Good,High,33.833869,-84.382821
2002-03-12 00:16:23.523103,88,636,57.14,Not Available,Middle Income,Good,High,33.747463,-84.383853
2002-03-13 00:16:23.523103,98,,,West,Middle Income,Unhealthy,Low,33.679906,-84.412531
2002-03-14 00:16:23.523103,81,144,82.53,North,High Income,Not Available,High,33.672652,-84.378438
2002-03-15 00:16:23.523103,47,336,,South,Middle Income,Moderate,Medium,33.74629,-84.448403
2002-03-16 00:16:23.523103,96,163,0.93,South,High Income,,High,33.684768,-84.467923
2002-03-17 00:16:23.523103,,530,,North,High Income,,High,33.714539,-84.384996
2002-03-18 00:16:23.523103,98,925,4.66,East,Middle Income,Moderate,Low,,
2002-03-19 00:16:23.523103,40,392,96.52,,Low Income,Unhealthy,,33.686913,-84.461759
2002-03-20 00:16:23.523103,12,198,71.65,West,,Moderate,High,,-84.375481
2002-03-21 00:16:23.523103,37,266,54.27,,Low Income,Moderate,High,33.701914,-84.431952
2002-03-22 00:16:23.523103,52,,17.29,North,High Income,Good,Low,33.808628,-84.450692
2002-03-23 00:16:23.523103,9,80,,North,Low Income,Unhealthy,Medium,33.654961,-84.357832
,5,N/A,56.94,North,Low Income,Good,Medium,33.826733,-84.378576
2002-03-25 00:16:23.523103,50,,11.68,South,Middle Income,Good,High,33.708843,-84.436955
2002-03-26 00:16:23.523103,37,37,53.16,West,Middle Income,Good,High,33.791878,-84.33517
2002-03-27 00:16:23.523103,34,484,64.67,North,Low Income,Good,Medium,33.681674,-84.347535
2002-03-28 00:16:23.523103,44,,83.94,,High Income,Good,,33.795788,-84.432364
2002-03-29 00:16:23.523103,36,,0.88,North,Middle Income,Good,Medium,33.735092,
2002-03-30 00:16:23.523103,56,404,81.13,East,High Income,Good,Medium,33.745133,
2002-03-31 00:16:23.523103,69,690,32.21,North,Low Income,Not Available,Medium,33.755166,-84.452617
2002-04-01 00:16:23.523103,75,,,South,Middle Income,Good,,33.804836,-84.435106
2002-04-02 00:16:23.523103,,196,8.83,North,High Income,,High,33.672718,-84.423041
2002-04-03 00:16:23.523103,N/A,454,,West,Low Income,Not Available,High,33.717052,-84.471561
,44,461,45.49,West,Low Income,Unhealthy,Low,33.794219,-84.382043
,61,60,92.25,South,Low Income,Moderate,Medium,33.768899,-84.369268
2002-04-06 00:16:23.523103,,794,,Not Available,,Unhealthy,High,33.740885,-84.475674
2002-04-07 00:16:23.523103,69,,23.86,South,Middle Income,,Medium,33.826765,-84.463636
2002-04-08 00:16:23.523103,60,344,17.67,South,Low Income,Not Available,High,33.670781,-84.387366
2002-04-09 00:16:23.523103,98,833,43.52,North,High Income,Good,Medium,33.73615,-84.297573
2002-04-10 00:16:23.523103,30,239,,West,Middle Income,Good,Low,33.758996,-84.471114
2002-04-11 00:16:23.523103,83,145,93.89,South,Middle Income,Moderate,Medium,33.834988,
2002-04-12 00:16:23.523103,,367,1.71,East,Middle Income,,Low,33.734872,
2002-04-13 00:16:23.523103,3,63,,Not Available,High Income,Unhealthy,Medium,,-84.374959
2002-04-14 00:16:23.523103,11,828,40.72,South,Middle Income,Moderate,High,33.705147,-84.332076
2002-04-15 00:16:23.523103,90,560,56.3,North,Not Available,Unhealthy,High,33.847371,-84.46813
2002-04-16 00:16:23.523103,46,657,78.02,West,Low Income,,Medium,33.671079,-84.395775
2002-04-17 00:16:23.523103,41,,87.28,East,Middle Income,Unhealthy,,33.829988,-84.288507
2002-04-18 00:16:23.523103,32,370,2.43,West,High Income,Moderate,Low,33.776301,-84.400172
2002-04-19 00:16:23.523103,83,286,52.97,South,Low Income,Moderate,Low,33.83978,-84.382592
2002-04-20 00:16:23.523103,21,935,,East,Middle Income,Good,Low,,-84.452208
2002-04-21 00:16:23.523103,49,102,78.61,East,,Moderate,,33.673481,-84.4054
2002-04-22 00:16:23.523103,52,492,67.11,South,,Unhealthy,High,33.722217,-84.302267
2002-04-23 00:16:23.523103,,444,48.62,Not Available,Middle Income,Good,Low,33.773254,-84.408873
2002-04-24 00:16:23.523103,,628,33.31,South,Low Income,Unhealthy,High,,-84.390358
2002-04-25 00:16:23.523103,59,175,,East,High Income,Unhealthy,,33.65924,-84.390093
,,962,50.36,South,Low Income,Good,Low,33.82648,-84.477505
2002-04-27 00:16:23.523103,31,406,13.16,Not Available,High Income,Unhealthy,High,33.816671,-84.366455
2002-04-28 00:16:23.523103,42,302,39.52,North,Low Income,Moderate,Low,33.705428,-84.342584
2002-04-29 00:16:23.523103,2,13,51.39,West,,Moderate,High,33.823567,-84.36129
,82,406,N/A,West,Middle Income,Unhealthy,High,33.757532,-84.299505
2002-05-01 00:16:23.523103,36,116,70.42,West,Middle Income,Moderate,High,33.741451,-84.404231
2002-05-02 00:16:23.523103,86,741,37.99,North,High Income,Moderate,Medium,,-84.333909
2002-05-03 00:16:23.523103,,,45.23,North,High Income,Unhealthy,High,33.818698,
2002-05-04 00:16:23.523103,45,305,81.63,West,Low Income,Good,High,33.804623,-84.33965
